node	type
DB01189	drug
2566.0	gene
C1843244	disease
C1858674	disease
C0751122	disease
C0009952	disease
C0149886	disease
C0751057	disease
C0376532	disease
C2363129	disease
C1838604	disease
C3502809	disease
DB01068	drug
DB00404	drug
DB00683	drug
DB00349	drug
DB00829	drug
DB00425	drug
DB05087	drug
4616.0	gene
2543.0	gene
57452.0	gene
2593.0	gene
C0574080	disease
C0002514	disease
C0750905	disease
2596.0	gene
C0013415	disease
C0019569	disease
C0019829	disease
C0020179	disease
2597.0	gene
2624.0	gene
C3280030	disease
C0243050	disease
C3279664	disease
C0024236	disease
C1704423	disease
C0026985	disease
C4707228	disease
2625.0	gene
C1840333	disease
C0152266	disease
C0152267	disease
C0220597	disease
C1266194	disease
C1334968	disease
C0006413	disease
C1292769	disease
C0023485	disease
C0014457	disease
C0014458	disease
C0025568	disease
C2930967	disease
2641.0	gene
C0020672	disease
C0009806	disease
C0237326	disease
C1257861	disease
C1879526	disease
C0003123	disease
C0428977	disease
C0020473	disease
C1706412	disease
C0037763	disease
C0151911	disease
C0235229	disease
C0039239	disease
C0007370	disease
C0233612	disease
2643.0	gene
C1851920	disease
C0013386	disease
C0751088	disease
C0268467	disease
C0026837	disease
C0086439	disease
C0151564	disease
C0231519	disease
C0233565	disease
C0233608	disease
C0239325	disease
C0242684	disease
C0277821	disease
C0751701	disease
C1320474	disease
C1855483	disease
C0026858	disease
2653.0	gene
C0268560	disease
C0751748	disease
C0268561	disease
C0268562	disease
C0751747	disease
9518.0	gene
C0002896	disease
C0017185	disease
C0685938	disease
392255.0	gene
C1861689	disease
C2751307	disease
C3150968	disease
C0022738	disease
C4693531	disease
C2931501	disease
C3715164	disease
C0344490	disease
2661.0	gene
C4693941	disease
C0085215	disease
2693.0	gene
C1858656	disease
C0012243	disease
C0751075	disease
DB12128	drug
DB06645	drug
DB14870	drug
DB13074	drug
51659.0	gene
2696.0	gene
C0005910	disease
2737.0	gene
C0265306	disease
C0265220	disease
C2931760	disease
C0162835	disease
C0265553	disease
C1868111	disease
C0265633	disease
C0342418	disease
169792.0	gene
C1857775	disease
C0018784	disease
C0020302	disease
C0424503	disease
C1567435	disease
C0017605	disease
10539.0	gene
51206.0	gene
C3280120	disease
2815.0	gene
C0005129	disease
C1319466	disease
C1857941	disease
C1856448	disease
C2713537	disease
151306.0	gene
2719.0	gene
C0796154	disease
C0027708	disease
C2930471	disease
10082.0	gene
C0206762	disease
C1850318	disease
C2936816	disease
2819.0	gene
C3280953	disease
4935.0	gene
C0342684	disease
C3151752	disease
C0028738	disease
C1963184	disease
C4554036	disease
9052.0	gene
64388.0	gene
C4310638	disease
2936.0	gene
C0033626	disease
C0270715	disease
C0524851	disease
C0751733	disease
C0393554	disease
C0543859	disease
C0020550	disease
C3714618	disease
C0020615	disease
C0271708	disease
C0271710	disease
C1456865	disease
C0520572	disease
DB00262	drug
DB03310	drug
373156.0	gene
2954.0	gene
C1291607	disease
C0042594	disease
2971.0	gene
2986.0	gene
8908.0	gene
C0017919	disease
2994.0	gene
C0024530	disease
2995.0	gene
C0013902	disease
2996.0	gene
3029.0	gene
54363.0	gene
10456.0	gene
C1853118	disease
79885.0	gene
DB06603	drug
DB06176	drug
DB05015	drug
DB12565	drug
DB11841	drug
DB12291	drug
DB11830	drug
3070.0	gene
C0398788	disease
C4310798	disease
220296.0	gene
C1854416	disease
C3151355	disease
C3151356	disease
C1858854	disease
341208.0	gene
C1849811	disease
51191.0	gene
8820.0	gene
C0338503	disease
C2751608	disease
C0162809	disease
C0338502	disease
C2930844	disease
29923.0	gene
3094.0	gene
C0242287	disease
C0026848	disease
C2932678	disease
C0751919	disease
C4521481	disease
3098.0	gene
C3150343	disease
C1854449	disease
C4479526	disease
C0004134	disease
C0037822	disease
C0557874	disease
C0852413	disease
C3665347	disease
C0472792	disease
3145.0	gene
C0162565	disease
C2936779	disease
9456.0	gene
C0237123	disease
C0018524	disease
C0029226	disease
C0233759	disease
C0233762	disease
C0233763	disease
C0233765	disease
C0233766	disease
C0233767	disease
C0233773	disease
C0233774	disease
C0233775	disease
C0233776	disease
C0235153	disease
C0424068	disease
C0424071	disease
C0424072	disease
C0424082	disease
C0424083	disease
C0544668	disease
C0563608	disease
C0563661	disease
C0751175	disease
C0751176	disease
51361.0	gene
3215.0	gene
10855.0	gene
C0027720	disease
C0349217	disease
3269.0	gene
C0035455	disease
C0033774	disease
C2607914	disease
C0038587	disease
C0086189	disease
C0087169	disease
DB13679	drug
DB00341	drug
DB00972	drug
DB06282	drug
DB00985	drug
DB00283	drug
DB01069	drug
DB00748	drug
DB00557	drug
DB01246	drug
DB11591	drug
DB00950	drug
DB06766	drug
DB00768	drug
59340.0	gene
DB12522	drug
DB15027	drug
3309.0	gene
C1846707	disease
C0003949	disease
C2930617	disease
3310.0	gene
10808.0	gene
3359.0	gene
C0687132	disease
DB11699	drug
DB01233	drug
DB11675	drug
DB00904	drug
DB09290	drug
DB00377	drug
170572.0	gene
DB13256	drug
DB04832	drug
DB06288	drug
DB01191	drug
3383.0	gene
C0011884	disease
C0282548	disease
C0032231	disease
C0042109	disease
C0019284	disease
C0041948	disease
C0035235	disease
C0035309	disease
C0751956	disease
C0021390	disease
3398.0	gene
8870.0	gene
C0162823	disease
10437.0	gene
10561.0	gene
163702.0	gene
3475.0	gene
C1843884	disease
10642.0	gene
3551.0	gene
C4747743	disease
C0857007	disease
C1565885	disease
C1565886	disease
C4748694	disease
C0271650	disease
DB05983	drug
22806.0	gene
C0855095	disease
C1868683	disease
8809.0	gene
3554.0	gene
9173.0	gene
3568.0	gene
3569.0	gene
C0020437	disease
C0026141	disease
C0032963	disease
C0025290	disease
C0239981	disease
C0017531	disease
C0019061	disease
C0014324	disease
C4316791	disease
C0023281	disease
C0001925	disease
C0206698	disease
C0345905	disease
C3805278	disease
C0004364	disease
C0020503	disease
C1368275	disease
C4721806	disease
C0023891	disease
C0338715	disease
C0010246	disease
C0027059	disease
C0869523	disease
C0151526	disease
C0018681	disease
C0028838	disease
C0423618	disease
C0423623	disease
C0474366	disease
C0751186	disease
C0751187	disease
C0751189	disease
C0751190	disease
C0751192	disease
C0877781	disease
C0085655	disease
C0162668	disease
C0162669	disease
C0162670	disease
C0263984	disease
C0343755	disease
C0554591	disease
C0949496	disease
C0005138	disease
C2350873	disease
C0029458	disease
C0007772	disease
C0036220	disease
C0751008	disease
C0917804	disease
C1384600	disease
C1858558	disease
286676.0	gene
C1864818	disease
3613.0	gene
3624.0	gene
C0162557	disease
C0032914	disease
C0023267	disease
C0042133	disease
C0042138	disease
C0153567	disease
C0948216	disease
26034.0	gene
C0023448	disease
23096.0	gene
C1136249	disease
C2931498	disease
C2749022	disease
C1845181	disease
C0795864	disease
154865.0	gene
79191.0	gene
81689.0	gene
C4539919	disease
122961.0	gene
C4225348	disease
3684.0	gene
C0020877	disease
C0752332	disease
C0752334	disease
C0752335	disease
9832.0	gene
221037.0	gene
C1333813	disease
C0431406	disease
C2936346	disease
C3266101	disease
3753.0	gene
C1867904	disease
C2676723	disease
C0023976	disease
C1631597	disease
C0018781	disease
C1843687	disease
C0022387	disease
C0035828	disease
C4551509	disease
C0337443	disease
C1879645	disease
3775.0	gene
C0020507	disease
10984.0	gene
C0004903	disease
C0332890	disease
C1856184	disease
9132.0	gene
C2677637	disease
DB06637	drug
DB04953	drug
DB00536	drug
DB11640	drug
3790.0	gene
7403.0	gene
C0796004	disease
C3275495	disease
C0154017	disease
C0154091	disease
C0496930	disease
C0699885	disease
79831.0	gene
11081.0	gene
C1857574	disease
9674.0	gene
3835.0	gene
C1863732	disease
8462.0	gene
C1864839	disease
C0342276	disease
C3888631	disease
9314.0	gene
C0000768	disease
C0040053	disease
C0087086	disease
C0025286	disease
8609.0	gene
80311.0	gene
C4310818	disease
100144748.0	gene
C0018553	disease
C0346153	disease
C3554517	disease
3838.0	gene
3857.0	gene
C1721006	disease
C0343110	disease
C2931735	disease
C2936837	disease
C4551675	disease
3914.0	gene
C0268374	disease
C0399367	disease
C4011403	disease
C0079683	disease
C0079301	disease
C0079297	disease
C2608084	disease
10542.0	gene
3929.0	gene
C0026766	disease
353143.0	gene
84648.0	gene
3939.0	gene
C2931743	disease
C0027080	disease
3949.0	gene
C0034362	disease
C0519066	disease
C1443892	disease
C2973787	disease
C0010068	disease
7044.0	gene
C0175707	disease
C0265357	disease
C3178805	disease
C3178806	disease
C3178807	disease
C1167664	disease
3952.0	gene
C0020619	disease
C0028756	disease
C0271623	disease
C0948896	disease
C3489396	disease
C0236663	disease
C0019337	disease
C0600241	disease
C4505390	disease
C0149745	disease
C0221765	disease
C0556385	disease
C0085207	disease
C0021361	disease
C0038279	disease
C0341869	disease
C0917730	disease
C0020505	disease
C0032617	disease
C0085602	disease
C3554224	disease
3953.0	gene
C0021359	disease
C0729353	disease
C4074771	disease
C0025521	disease
C0034012	disease
C0035243	disease
C0041912	disease
C3554225	disease
C0497406	disease
C0011882	disease
C0271673	disease
C0271674	disease
C0271678	disease
C0271680	disease
C0271685	disease
C0271686	disease
C0393835	disease
C0751074	disease
C0018206	disease
C0017639	disease
C3887640	disease
C0027697	disease
C0035078	disease
C1565489	disease
C0162770	disease
C0030286	disease
C0032002	disease
C0751437	disease
C0751438	disease
144360.0	gene
3991.0	gene
C4014869	disease
4004.0	gene
C0023492	disease
C2931189	disease
4005.0	gene
4015.0	gene
C0019163	disease
C0019196	disease
C0003504	disease
C4284414	disease
C0003486	disease
2846.0	gene
C0238463	disease
10894.0	gene
389692.0	gene
C1578917	disease
23764.0	gene
1326.0	gene
256714.0	gene
153562.0	gene
C1857811	disease
4161.0	gene
4190.0	gene
9833.0	gene
10461.0	gene
C3151228	disease
C0040038	disease
C0034065	disease
C0524702	disease
C1708353	disease
8076.0	gene
C4015368	disease
93432.0	gene
DB04878	drug
DB06580	drug
4277.0	gene
C0019100	disease
C0376300	disease
4281.0	gene
C2936904	disease
58526.0	gene
4284.0	gene
C3809001	disease
C1854021	disease
C0392557	disease
C1112705	disease
C0344523	disease
C0858617	disease
407975.0	gene
C0796068	disease
C3280489	disease
554202.0	gene
51085.0	gene
C0175702	disease
27249.0	gene
C1848552	disease
C1848553	disease
C1848554	disease
4327.0	gene
C1969063	disease
118856.0	gene
C0002991	disease
C0206644	disease
C4225217	disease
56547.0	gene
84315.0	gene
C0012715	disease
27136.0	gene
25874.0	gene
4359.0	gene
C1843153	disease
C0270912	disease
C4722277	disease
C1843075	disease
C0205713	disease
C0011195	disease
C3888087	disease
C4755257	disease
C4721436	disease
C1835671	disease
C0007959	disease
C0019816	disease
C0027888	disease
C0270911	disease
C0270914	disease
C0751036	disease
3140.0	gene
4360.0	gene
28957.0	gene
2206.0	gene
C1319853	disease
C0020523	disease
C1840253	disease
4481.0	gene
4489.0	gene
4502.0	gene
C0282612	disease
C0349218	disease
C0403447	disease
C1561643	disease
4600.0	gene
4084.0	gene
4619.0	gene
8735.0	gene
4626.0	gene
C0265226	disease
C1837245	disease
283446.0	gene
79923.0	gene
340719.0	gene
C4706677	disease
C3809427	disease
89795.0	gene
23397.0	gene
C4693843	disease
8440.0	gene
C0027726	disease
135112.0	gene
9437.0	gene
4694.0	gene
C0023264	disease
C1838951	disease
C1850597	disease
C1850598	disease
C1850599	disease
C1850600	disease
C2931891	disease
C1838979	disease
C4746984	disease
DB00331	drug
126328.0	gene
C4748777	disease
51079.0	gene
C0749424	disease
C4748827	disease
4695.0	gene
C4748770	disease
C2751843	disease
4696.0	gene
4697.0	gene
4700.0	gene
C4748840	disease
4701.0	gene
91942.0	gene
C0752107	disease
C0752109	disease
C0752110	disease
C4748768	disease
79133.0	gene
C4748785	disease
4707.0	gene
4716.0	gene
54539.0	gene
C0796070	disease
C4225421	disease
C4746985	disease
C1708371	disease
4708.0	gene
4711.0	gene
4712.0	gene
4714.0	gene
C4748839	disease
4715.0	gene
C4748803	disease
4717.0	gene
4718.0	gene
4720.0	gene
C4748759	disease
C0162666	disease
C0917796	disease
4722.0	gene
C0029124	disease
C0751267	disease
C0751268	disease
C4748766	disease
81831.0	gene
9148.0	gene
4760.0	gene
C1853371	disease
4810.0	gene
C0796085	disease
C4049004	disease
C2930878	disease
C4049005	disease
1482.0	gene
C3276096	disease
C0152101	disease
C1857586	disease
C3280795	disease
C0266283	disease
C0749420	disease
C2673630	disease
C2931574	disease
C0027126	disease
C0410226	disease
C2931689	disease
C3502353	disease
C3280785	disease
C1879286	disease
C0685889	disease
C0149630	disease
C0428791	disease
C1260873	disease
C3887892	disease
C0085298	disease
22871.0	gene
4829.0	gene
4831.0	gene
64802.0	gene
C1837873	disease
C0043020	disease
C0525041	disease
56923.0	gene
266743.0	gene
1728.0	gene
C0023466	disease
C0023470	disease
C0028797	disease
C2608079	disease
DB11917	drug
10002.0	gene
C0339541	disease
C1849394	disease
C1970163	disease
7025.0	gene
C0010093	disease
C0029927	disease
C3810363	disease
4929.0	gene
C0023015	disease
C0233514	disease
C3160718	disease
8013.0	gene
C1275278	disease
9378.0	gene
C3280479	disease
C3808494	disease
9369.0	gene
221078.0	gene
4907.0	gene
C1859372	disease
4915.0	gene
C0008073	disease
C0085996	disease
C0085997	disease
C4693367	disease
C0678807	disease
C3146244	disease
C0004114	disease
C0205768	disease
C0280783	disease
C0280785	disease
C0334579	disease
C0334580	disease
C0334581	disease
C0334582	disease
C0334583	disease
C0338070	disease
C0547065	disease
C0750935	disease
C0750936	disease
C1519086	disease
C1704230	disease
DB11986	drug
DB14723	drug
4916.0	gene
C1332965	disease
C0016057	disease
318.0	gene
C0026827	disease
10204.0	gene
256646.0	gene
C1707291	disease
4938.0	gene
C0042769	disease
C2931035	disease
100506658.0	gene
C0019156	disease
C2931662	disease
C3489725	disease
C4552078	disease
170392.0	gene
10439.0	gene
4973.0	gene
5956.0	gene
C3887980	disease
C0339537	disease
C2931753	disease
C3159311	disease
341568.0	gene
9180.0	gene
C0268397	disease
C4551501	disease
C0268398	disease
146183.0	gene
C1846896	disease
5017.0	gene
C0206711	disease
5027.0	gene
C0020630	disease
DB12113	drug
DB12594	drug
DB15358	drug
55824.0	gene
51025.0	gene
C2750075	disease
C0431414	disease
25891.0	gene
5069.0	gene
11315.0	gene
C1853445	disease
C0520459	disease
C0206160	disease
100750225.0	gene
57575.0	gene
27253.0	gene
57526.0	gene
C1848137	disease
5100.0	gene
5101.0	gene
5105.0	gene
C0268194	disease
C0007570	disease
5122.0	gene
C1833053	disease
C2676498	disease
5145.0	gene
C3151139	disease
DB00975	drug
DB00806	drug
8622.0	gene
C0001627	disease
C3280094	disease
C4304832	disease
C0004782	disease
C0013362	disease
C0015371	disease
C0240952	disease
C0454596	disease
C0454597	disease
C0454598	disease
C0750951	disease
C1563666	disease
C1836694	disease
DB01148	drug
56034.0	gene
5166.0	gene
9260.0	gene
5174.0	gene
57162.0	gene
100131801.0	gene
5222.0	gene
C0014868	disease
5224.0	gene
C0268149	disease
5230.0	gene
C0684324	disease
C1970848	disease
5236.0	gene
C2752015	disease
C3808991	disease
5241.0	gene
C0205834	disease
C0259785	disease
C0281784	disease
C0334605	disease
C0334606	disease
C0334607	disease
C0334608	disease
C0334609	disease
C0334610	disease
C0334611	disease
C0347515	disease
C0349604	disease
C0431121	disease
C0457190	disease
C0751303	disease
C0751304	disease
C1334261	disease
C1334271	disease
C1335107	disease
C1384406	disease
C1384408	disease
C1527197	disease
C1565950	disease
C1565951	disease
C3163622	disease
C1849699	disease
DB00603	drug
DB00396	drug
DB00834	drug
DB06789	drug
DB00367	drug
DB00351	drug
DB04839	drug
DB00294	drug
DB08867	drug
DB01395	drug
7262.0	gene
8929.0	gene
C2751682	disease
C2751683	disease
C0038644	disease
5283.0	gene
C4747891	disease
8399.0	gene
DB05737	drug
5320.0	gene
C1839839	disease
DB11909	drug
5328.0	gene
C0018128	disease
C0151699	disease
C0553692	disease
C0751893	disease
C0338575	disease
C0751823	disease
C0751824	disease
C0006114	disease
C0472387	disease
C0472388	disease
C0750969	disease
C0750970	disease
C1527311	disease
C0007785	disease
C0751010	disease
C0751011	disease
C0751012	disease
C0751014	disease
C0887799	disease
C0007820	disease
C0241832	disease
C0596298	disease
C2937358	disease
C0034152	disease
C0042386	disease
C0086922	disease
C0242461	disease
C0376362	disease
C0003838	disease
C0005967	disease
C0279530	disease
C0149649	disease
C0002962	disease
C1800706	disease
C4721508	disease
C4721509	disease
C4721952	disease
C0403823	disease
C1866423	disease
C0003460	disease
C0018965	disease
C0042510	disease
C0007781	disease
C0018814	disease
C0877855	disease
C0936247	disease
5329.0	gene
345557.0	gene
54477.0	gene
5346.0	gene
C3151268	disease
10769.0	gene
C0346163	disease
10733.0	gene
C0015398	disease
C4015388	disease
C3502492	disease
5359.0	gene
83483.0	gene
C4748579	disease
C4014516	disease
5376.0	gene
C3495591	disease
C0016579	disease
C0023944	disease
C0030554	disease
C0034372	disease
C0034933	disease
C0151572	disease
C0151888	disease
C0151889	disease
C0234146	disease
C0234784	disease
C0235044	disease
C0241772	disease
C0270790	disease
C0277839	disease
C0277850	disease
C0278211	disease
C0392699	disease
C0426970	disease
C0522345	disease
C0558845	disease
C0558846	disease
C0558847	disease
C0576612	disease
C0743002	disease
C0751412	disease
C0751460	disease
C0751461	disease
C0751468	disease
C0751469	disease
C0751470	disease
C0751471	disease
C0751472	disease
C0751473	disease
C0751474	disease
C0751475	disease
C0751476	disease
C0751477	disease
C0751478	disease
C0751479	disease
C0751480	disease
C0751481	disease
C4551910	disease
C0393814	disease
C0014550	disease
C0338478	disease
C0338479	disease
C0393695	disease
C0393702	disease
C0393703	disease
C0438414	disease
C0751120	disease
C0917800	disease
C0011303	disease
C0011304	disease
C2350037	disease
C0018378	disease
C3542501	disease
C4083008	disease
25953.0	gene
C4551506	disease
C1869117	disease
5406.0	gene
C3280527	disease
DB01083	drug
DB06586	drug
4860.0	gene
C0268125	disease
DB06185	drug
DB12353	drug
285848.0	gene
C0020757	disease
C0043345	disease
C0079154	disease
C3554355	disease
C0020758	disease
C0079583	disease
5435.0	gene
51728.0	gene
51371.0	gene
C1866029	disease
C0206368	disease
C4747989	disease
5452.0	gene
5455.0	gene
C0454644	disease
C0856975	disease
C1858120	disease
C4225275	disease
8493.0	gene
C0677866	disease
C0751886	disease
C0751887	disease
C0751888	disease
C0751889	disease
C4479517	disease
84919.0	gene
C4225195	disease
84152.0	gene
C0013384	disease
C0152115	disease
C0221169	disease
C0232766	disease
C0427086	disease
C0454606	disease
C0752196	disease
5521.0	gene
C1858501	disease
9055.0	gene
639.0	gene
C0086981	disease
C1527336	disease
10935.0	gene
C0085084	disease
C0154681	disease
C0154682	disease
C0270763	disease
C0270764	disease
C0521659	disease
C0543858	disease
10216.0	gene
C0009917	disease
C0031046	disease
C1167732	disease
C1859690	disease
5568.0	gene
C4015405	disease
DB12745	drug
51422.0	gene
C1833236	disease
C0043202	disease
C1849813	disease
DB04944	drug
5582.0	gene
C1854369	disease
C0040997	disease
C0393786	disease
C0393787	disease
DB06595	drug
5626.0	gene
C0878683	disease
C0242343	disease
8492.0	gene
C1855304	disease
283659.0	gene
23362.0	gene
C1867439	disease
55851.0	gene
C0162836	disease
C1840560	disease
C3151037	disease
C3714534	disease
DB05289	drug
DB12463	drug
DB12005	drug
DB11893	drug
143471.0	gene
DB11762	drug
DB11991	drug
5699.0	gene
5691.0	gene
5702.0	gene
10213.0	gene
5710.0	gene
5733.0	gene
C0030804	disease
C1282359	disease
DB00929	drug
DB00917	drug
5734.0	gene
C0263454	disease
C0237873	disease
C0038013	disease
DB12836	drug
5743.0	gene
C0878500	disease
C0021846	disease
C0020452	disease
C0042484	disease
C0178824	disease
C0333233	disease
C0010474	disease
C0013295	disease
C0005694	disease
C0001624	disease
C0750887	disease
C0162871	disease
C0040411	disease
C0153349	disease
C0007114	disease
C0037286	disease
C0600467	disease
C0339143	disease
C0376323	disease
C1563709	disease
C0004045	disease
C0023532	disease
C0023269	disease
C0205815	disease
C0205816	disease
C0003811	disease
C0030305	disease
C0019064	disease
C0031039	disease
C0242426	disease
C0034013	disease
C0271527	disease
C0342543	disease
C1504412	disease
C0020295	disease
C0264423	disease
DB00465	drug
DB00945	drug
DB09214	drug
DB00316	drug
DB00482	drug
DB00554	drug
DB00795	drug
DB00586	drug
DB00712	drug
DB00461	drug
DB08439	drug
5789.0	gene
C0035258	disease
C0041671	disease
C1263846	disease
C1321905	disease
5792.0	gene
C0175755	disease
C0432357	disease
C4014918	disease
5805.0	gene
C0878676	disease
5816.0	gene
C0033958	disease
C0036337	disease
C0036358	disease
C0949541	disease
C1510502	disease
25797.0	gene
5873.0	gene
C0398794	disease
C1868679	disease
C3495588	disease
116442.0	gene
C0796195	disease
C1846038	disease
5890.0	gene
C0238033	disease
C0242788	disease
22913.0	gene
9693.0	gene
5918.0	gene
8437.0	gene
51655.0	gene
10125.0	gene
C1328840	disease
5950.0	gene
C3554593	disease
C0042842	disease
C0023896	disease
C4225330	disease
C0152455	disease
C0271271	disease
C0856901	disease
145226.0	gene
C2675186	disease
C0854723	disease
8434.0	gene
83998.0	gene
5966.0	gene
768211.0	gene
9185.0	gene
5990.0	gene
5992.0	gene
23179.0	gene
5997.0	gene
5999.0	gene
C2063866	disease
388531.0	gene
C1842073	disease
9699.0	gene
54453.0	gene
C2751321	disease
8767.0	gene
196475.0	gene
390.0	gene
55328.0	gene
4919.0	gene
C4539997	disease
57096.0	gene
C2750720	disease
C0155380	disease
C0240595	disease
C0271382	disease
C0271383	disease
C0271384	disease
C0271385	disease
C0271386	disease
C0271387	disease
C0271388	disease
C0271389	disease
C0344243	disease
C0520731	disease
C0521753	disease
C0521754	disease
C0521755	disease
C0521756	disease
C0521757	disease
C0521759	disease
C0521760	disease
C0521761	disease
C1854260	disease
C0265215	disease
C3714506	disease
6141.0	gene
C1260899	disease
C2931850	disease
DB05016	drug
6144.0	gene
C1854310	disease
C4014563	disease
C0020678	disease
6147.0	gene
6168.0	gene
6208.0	gene
C0740302	disease
C1292779	disease
6224.0	gene
C1112155	disease
C1333991	disease
C2936783	disease
C3896578	disease
6228.0	gene
C4479431	disease
6230.0	gene
6234.0	gene
C4225411	disease
6235.0	gene
C4014641	disease
27330.0	gene
84816.0	gene
C4225227	disease
132112.0	gene
100506403.0	gene
C1832388	disease
860.0	gene
C0008928	disease
C0040427	disease
C0524730	disease
C0949690	disease
C0243057	disease
C3549874	disease
C1834969	disease
6262.0	gene
C4053736	disease
C1832931	disease
C0853897	disease
C0042514	disease
C0340485	disease
C2677794	disease
C0349788	disease
6271.0	gene
C0265110	disease
C0751895	disease
6279.0	gene
6285.0	gene
C0018944	disease
C0221480	disease
C0012734	disease
C0029121	disease
C0236964	disease
C0006118	disease
C0153633	disease
C0496899	disease
C0750974	disease
C0750977	disease
C0750979	disease
C1527390	disease
C0086626	disease
C0274859	disease
C0274860	disease
C0546127	disease
C0751855	disease
C0751856	disease
C0751857	disease
C0751858	disease
6286.0	gene
9294.0	gene
C1835854	disease
DB08868	drug
57167.0	gene
C1623209	disease
C0013261	disease
C0751083	disease
C0751084	disease
C0994516	disease
C1327918	disease
C0265239	disease
C0265264	disease
401474.0	gene
C1832841	disease
6303.0	gene
C0343057	disease
55800.0	gene
C2751088	disease
6330.0	gene
C1141890	disease
C2678484	disease
6334.0	gene
C0007758	disease
C0234162	disease
C0234357	disease
C0750994	disease
C3668822	disease
C0240991	disease
C0278161	disease
C0427190	disease
C0520966	disease
C0750937	disease
C0750940	disease
C3280415	disease
C3281191	disease
C0019372	disease
C0037140	disease
C0220669	disease
C1865926	disease
C4310728	disease
DB00776	drug
DB00296	drug
DB00281	drug
DB09119	drug
DB00907	drug
DB00555	drug
DB00908	drug
DB00909	drug
DB00754	drug
DB00280	drug
6340.0	gene
C1449843	disease
C0010674	disease
C0392164	disease
C1527396	disease
C0339985	disease
C0221043	disease
C2751324	disease
C0033805	disease
C0268436	disease
C1449842	disease
C1449844	disease
C2713447	disease
9805.0	gene
6390.0	gene
C0031511	disease
C1861848	disease
C1847319	disease
C0030421	disease
C0342777	disease
C1855008	disease
C0206695	disease
C1257877	disease
C1333993	disease
C1704374	disease
6401.0	gene
DB14829	drug
DB12778	drug
DB06197	drug
223117.0	gene
C3661523	disease
9723.0	gene
C0265354	disease
C0342384	disease
C2936502	disease
64218.0	gene
C1846529	disease
C1853214	disease
5265.0	gene
C0003850	disease
C0042384	disease
C0221757	disease
C0039841	disease
C0013990	disease
C0030328	disease
C0034067	disease
C0221227	disease
C0264393	disease
C2350878	disease
5271.0	gene
C1838440	disease
C4310710	disease
5054.0	gene
C0017668	disease
C0086432	disease
C2750067	disease
C4016325	disease
DB12635	drug
23544.0	gene
6421.0	gene
C4518356	disease
6425.0	gene
6439.0	gene
C1968602	disease
C0020192	disease
C0035220	disease
C0852283	disease
84251.0	gene
6469.0	gene
C1840529	disease
C1840235	disease
C0345354	disease
C0266484	disease
C1968843	disease
C0266667	disease
C1868114	disease
C0078982	disease
C0265581	disease
C1856892	disease
C1861355	disease
C2931870	disease
57619.0	gene
150094.0	gene
C0270855	disease
C0393706	disease
C3463992	disease
C4225360	disease
C4552072	disease
23387.0	gene
C4748455	disease
26037.0	gene
23411.0	gene
C0033937	disease
C0036939	disease
C0919532	disease
C0014072	disease
C0234544	disease
C0522224	disease
C0036421	disease
23409.0	gene
220134.0	gene
6554.0	gene
80704.0	gene
C1843807	disease
6574.0	gene
123041.0	gene
C0399376	disease
C4014578	disease
C0399372	disease
60386.0	gene
C1846648	disease
C3150973	disease
115286.0	gene
C4225206	disease
6513.0	gene
C4551966	disease
C1847501	disease
C3149117	disease
C0027125	disease
C1842534	disease
C3553859	disease
C0270850	disease
C1832855	disease
C0007124	disease
C1176475	disease
C1332347	disease
C0272048	disease
C0677598	disease
C1837206	disease
C0031149	disease
C0346990	disease
C0004138	disease
C0424605	disease
C1851936	disease
81031.0	gene
C1859726	disease
C0026654	disease
144195.0	gene
6515.0	gene
C0023794	disease
80723.0	gene
2542.0	gene
C0268146	disease
C0342749	disease
C0017920	disease
11254.0	gene
C0021843	disease
C1859047	disease
6532.0	gene
C0003467	disease
C0011574	disease
C1571983	disease
C1571984	disease
C0003944	disease
C0004444	disease
C0021124	disease
C0021139	disease
C0031212	disease
C0233477	disease
C0028768	disease
C0001723	disease
C0588008	disease
C0581391	disease
C0221074	disease
C3160814	disease
DB01175	drug
DB00715	drug
DB01104	drug
DB00476	drug
DB00540	drug
DB06700	drug
DB00321	drug
DB09068	drug
DB00472	drug
6541.0	gene
56301.0	gene
C3544321	disease
23657.0	gene
57709.0	gene
C3810380	disease
6548.0	gene
C4225383	disease
6549.0	gene
6615.0	gene
C3501843	disease
C3501844	disease
333929.0	gene
11017.0	gene
6638.0	gene
C0032897	disease
C0265222	disease
6646.0	gene
DB09022	drug
DB12971	drug
6647.0	gene
C0036457	disease
C0162671	disease
C0162674	disease
C0036330	disease
C0242497	disease
C0162316	disease
C0015696	disease
C2718067	disease
C0231686	disease
C0231687	disease
C0231688	disease
C0231689	disease
C0231693	disease
C0231694	disease
C0231695	disease
C0231696	disease
C0231698	disease
C0231712	disease
C0234996	disease
C0235000	disease
C0337210	disease
C0427128	disease
C0427149	disease
C0427169	disease
C0427177	disease
C0751829	disease
C0751830	disease
C0751831	disease
C0751832	disease
C0025312	disease
C0086664	disease
C0751316	disease
C0022650	disease
C0003493	disease
C0041408	disease
C0242526	disease
C1527168	disease
C0019054	disease
C0235574	disease
C0312854	disease
6664.0	gene
C0265338	disease
C4014528	disease
6659.0	gene
C0266617	disease
C0456070	disease
C1850049	disease
6662.0	gene
C1861922	disease
C0018566	disease
C0265998	disease
C0018054	disease
C0266361	disease
C2748895	disease
C2936694	disease
C4510744	disease
C0432475	disease
C2936419	disease
